order_id,order_date,product_id,amount
2782,2023-06-05,190,254.57
6947,2022-04-09,162,476.01
7594,2022-01-20,132,213.02
4520,2024-06-08,128,441.43
4218,2024-01-23,136,332.07
4757,2023-07-27,182,65.2
5016,2024-06-09,145,373.53
3837,2023-05-05,123,262.5
7000,2023-02-23,113,116.42
8034,2023-11-21,104,148.33
8309,2024-04-29,152,280.88
5239,2022-03-03,187,302.84
5428,2022-05-25,197,484.25
5150,2022-08-04,194,428.09
2446,2022-01-03,129,106.89
7468,2022-06-09,159,388.13
6790,2024-01-09,172,9.1
5175,2024-02-20,190,69.26
6080,2022-04-30,127,103.85
1864,2024-06-11,125,300.61
7860,2022-03-30,117,101.37
9663,2022-11-25,135,185.81
7217,2023-08-03,107,125.18
6672,2024-06-28,117,172.02
2502,2022-12-23,183,471.51
5684,2023-09-02,157,498.7
2410,2022-09-24,131,344.43
4770,2023-09-09,192,288.29
5659,2022-11-19,148,355.68
5001,2023-09-27,147,386.97
4483,2023-06-25,181,370.81
5562,2023-10-11,170,45.54
1598,2022-07-14,164,158.6
4041,2024-01-08,191,175.0
9160,2022-11-28,132,187.78
7391,2022-06-19,149,175.44
8287,2023-06-05,103,394.61
1066,2023-04-08,183,375.06
9123,2022-02-09,135,7.28
3750,2023-06-21,194,151.71
9661,2022-09-18,127,313.71
7806,2023-01-30,102,64.53
7429,2022-08-14,105,40.24
9123,2022-05-04,144,415.06
2631,2022-02-07,122,229.08
7452,2022-11-24,106,428.57
1774,2022-09-08,160,412.66
7107,2024-06-19,199,447.22
8804,2022-06-25,164,28.9
5019,2023-08-25,105,97.13
1929,2023-03-30,123,151.59
4012,2022-02-06,136,72.43
6024,2022-11-12,144,245.31
7264,2023-11-19,150,400.49
8973,2024-03-06,199,475.83
5729,2023-08-16,187,445.34
8961,2022-04-24,144,231.38
3819,2022-02-09,162,320.06
7655,2022-10-28,128,119.19
2184,2022-08-12,195,204.49
9480,2022-11-14,124,436.24
7343,2022-12-15,109,19.45
1527,2022-04-25,134,268.72
1916,2023-11-29,154,437.04
4574,2022-11-19,124,65.39
4319,2023-07-22,190,491.36
2406,2022-02-09,144,11.13
2241,2024-05-15,195,443.63
6206,2022-02-09,111,180.07
8249,2024-05-08,103,70.68
4133,2024-01-19,189,82.89
1798,2022-10-16,166,352.08
2523,2022-09-19,116,436.01
8209,2022-08-04,172,322.33
5928,2022-05-27,192,464.72
3888,2022-12-02,164,422.03
3690,2022-06-17,181,9.47
5091,2022-04-02,152,336.37
8282,2022-12-19,183,155.79
7249,2023-07-25,156,229.98
1690,2023-07-25,197,51.55
9719,2024-03-26,127,144.64
2495,2023-11-12,198,318.18
1892,2024-02-20,115,113.1
9578,2022-12-29,120,325.53
6873,2023-07-11,176,461.9
5503,2022-12-11,198,7.45
1897,2023-11-24,141,393.96
1710,2022-06-19,153,322.45
4695,2022-12-22,131,28.08
3686,2022-07-10,137,396.13
8188,2023-10-29,169,116.14
6778,2023-02-26,137,136.58
8768,2023-12-01,153,51.29
6013,2022-01-07,159,269.52
5512,2022-05-13,176,251.62
1415,2024-01-17,176,176.85
5180,2023-07-11,146,88.53
5262,2024-04-05,111,419.79
3515,2024-01-31,152,438.81
6640,2022-01-31,132,272.59
7616,2023-06-19,127,125.89
1992,2023-03-02,102,52.57
5370,2023-01-29,181,434.93
2773,2023-11-03,125,52.55
4561,2022-12-29,153,11.52
4816,2023-03-13,139,237.35
7633,2023-11-01,165,366.98
2756,2023-07-05,167,231.48
3373,2022-03-23,191,30.45
3576,2022-12-22,191,346.56
5184,2022-09-15,188,322.95
9899,2023-12-19,189,342.36
3397,2023-08-12,146,109.55
6969,2023-06-08,101,398.87
5535,2022-10-22,141,242.19
7883,2022-08-12,133,270.49
9127,2023-06-09,193,275.19
1734,2022-02-15,120,146.97
1632,2023-10-29,143,128.82
5268,2022-04-23,186,7.36
5099,2022-08-21,196,201.32
3901,2022-01-17,101,245.13
2663,2022-12-26,190,372.69
6591,2022-08-11,158,37.98
4872,2024-05-15,185,462.37
2054,2023-12-01,197,135.66
9572,2023-03-24,115,186.53
4082,2024-05-05,119,28.94
9007,2022-12-31,125,328.3
5261,2023-11-06,115,355.92
3389,2022-11-22,169,464.75
4553,2023-04-12,122,171.73
6138,2023-02-18,141,132.4
1544,2023-03-31,136,364.41
4663,2023-08-09,171,354.87
3239,2022-08-21,105,468.88
4773,2022-08-12,136,106.63
3627,2024-04-10,121,354.12
7618,2023-02-16,105,38.1
7780,2023-07-26,131,242.78
9015,2022-12-01,116,64.1
4130,2022-08-10,137,328.31
1096,2022-02-06,116,302.73
4858,2022-10-05,136,29.17
3708,2022-07-15,122,163.21
6397,2024-05-13,148,200.54
7152,2023-04-29,160,127.79
1456,2022-08-30,148,24.14
6914,2022-11-20,160,162.82
5368,2024-01-01,176,397.35
5088,2022-07-11,131,183.25
9399,2022-01-17,185,165.07
2937,2023-06-08,162,471.17
2146,2023-02-05,106,25.61
6152,2024-06-24,121,384.81
5299,2024-06-04,184,244.13
9118,2023-12-06,105,472.51
9634,2022-01-22,160,199.77
8759,2023-04-19,113,355.48
8953,2022-04-30,115,39.62
5784,2022-07-29,102,464.74
2461,2022-11-02,108,175.55
2159,2022-09-27,146,264.38
1386,2023-12-05,184,73.55
8192,2023-11-18,193,473.05
5775,2022-10-12,193,338.12
4409,2023-12-17,141,31.7
1689,2023-11-07,141,81.83
8028,2024-02-02,195,202.92
8262,2022-08-15,122,112.3
6664,2023-01-16,102,155.79
7766,2023-04-05,100,498.76
1952,2022-01-07,166,331.03
7142,2022-01-29,170,461.5
6967,2024-06-25,102,220.72
8205,2022-02-02,199,356.59
3484,2023-10-08,148,232.55
2854,2024-05-28,166,167.47
4231,2022-03-20,154,261.99
3597,2023-04-04,103,216.52
8829,2023-07-24,130,490.37
9186,2023-06-22,165,250.6
4983,2023-04-27,177,406.5
7963,2023-03-06,163,335.08
7684,2024-01-08,130,242.42
1656,2022-10-12,162,239.7
8743,2023-05-31,165,174.24
7839,2022-04-09,130,57.96
7312,2023-02-01,146,381.93
8938,2023-05-04,121,459.46
7176,2022-02-08,173,112.89
4285,2022-09-28,193,463.21
6559,2024-06-05,196,119.99
4563,2024-03-07,182,267.39
5584,2022-06-06,145,175.09
5817,2022-03-16,188,61.68
6041,2024-06-02,157,31.15
7182,2024-03-10,160,185.85
9026,2022-05-10,145,28.44
4244,2023-11-18,100,56.58
2040,2022-03-25,195,75.44
3273,2022-01-22,124,5.95
4629,2023-04-04,160,80.86
3114,2023-06-23,180,290.75
8364,2023-12-08,113,410.66
2677,2024-04-28,144,100.75
4094,2023-01-17,176,45.03
6873,2024-01-18,138,366.11
3284,2023-03-16,165,9.04
6052,2023-08-27,131,368.41
8062,2022-01-21,195,69.9
2589,2022-10-30,157,118.0
3520,2024-05-18,155,64.43
5648,2022-03-25,105,127.43
6729,2024-02-13,188,400.1
1694,2023-10-21,166,70.61
8807,2023-03-29,181,497.11
4683,2023-01-22,149,166.91
7704,2023-05-22,137,461.37
8368,2022-09-14,102,99.07
2971,2023-07-24,104,98.01
9055,2024-06-10,123,284.84
5218,2023-06-11,153,30.05
2868,2022-06-11,133,401.5
2671,2022-06-12,138,222.61
2728,2024-04-11,187,351.1
8632,2024-03-03,199,91.44
7403,2024-03-02,191,322.97
7092,2023-06-08,147,299.06
3142,2024-02-25,148,379.05
7184,2022-09-28,133,152.21
7010,2023-05-07,179,466.92
1253,2022-07-27,199,480.84
5102,2023-06-23,106,434.72
4542,2023-08-07,117,288.16
3775,2022-03-01,169,213.04
8678,2023-03-06,191,33.71
7212,2023-10-19,133,473.88
5637,2023-08-28,150,476.13
7034,2022-11-05,192,14.25
9457,2023-06-04,167,181.66
7476,2023-08-14,113,440.62
4148,2022-01-27,168,45.02
4359,2023-11-17,188,102.3
2004,2023-07-16,107,489.45
5717,2022-07-18,114,424.41
4271,2023-01-22,182,456.47
1209,2022-12-15,158,75.37
6539,2023-11-24,110,109.6
1153,2023-06-20,119,304.68
4593,2024-04-07,154,253.36
9606,2023-01-13,135,152.76
2284,2024-06-17,181,442.5
4148,2023-07-12,113,451.19
1768,2023-06-11,157,149.38
6607,2022-06-02,137,82.1
4202,2024-01-04,188,78.8
3787,2022-07-25,179,244.79
3210,2023-03-31,181,70.79
8399,2022-09-30,100,239.3
7338,2024-06-12,164,233.66
9733,2022-08-24,100,442.63
1358,2024-05-01,184,151.62
1849,2024-01-10,159,282.52
8498,2023-06-05,124,373.03
5522,2023-11-09,190,299.98
3544,2024-04-10,109,477.26
2831,2023-12-27,149,303.13
2472,2023-05-16,111,451.42
1329,2022-04-27,191,126.3
6851,2023-01-21,131,282.57
8032,2022-12-10,132,273.94
6266,2023-08-07,171,494.78
5354,2023-01-30,125,106.23
7435,2022-03-05,141,74.79
8978,2023-12-18,149,307.78
5238,2023-12-22,160,115.73
7112,2022-03-13,140,321.38
5722,2024-02-28,156,486.38
2388,2022-10-01,101,473.52
5185,2022-11-16,198,119.4
9911,2022-12-04,197,89.59
4235,2023-01-01,169,282.57
5576,2023-05-10,130,295.45
2100,2023-08-30,122,332.81
9864,2022-06-15,175,372.04
9708,2023-06-28,153,302.47
3532,2022-01-11,127,60.32
8770,2022-10-28,178,396.13
4670,2023-12-30,118,44.36
1781,2024-03-11,175,14.9
4523,2022-04-12,147,385.98
7131,2023-03-01,101,276.44
5782,2023-01-27,110,350.8
5995,2024-02-18,143,194.46
2501,2022-08-02,158,10.49
4080,2023-11-22,158,168.85
1502,2022-03-29,137,306.03
4885,2023-07-07,124,116.72
9009,2023-02-05,120,345.46
1623,2023-08-11,141,398.23
2050,2024-06-07,135,229.86
8385,2022-02-15,108,438.48
7081,2023-11-03,111,428.13
6484,2023-04-08,109,439.64
4772,2023-08-15,158,332.21
4916,2022-11-06,104,155.87
5018,2022-03-27,132,243.22
2329,2022-04-02,168,356.7
5114,2023-10-22,179,109.23
4367,2023-11-04,162,370.73
9095,2023-12-15,128,276.3
6141,2022-08-30,117,52.53
4951,2024-05-14,192,280.86
6084,2022-01-02,105,38.05
2573,2022-08-13,152,12.08
3634,2024-03-11,181,445.37
3768,2024-01-15,131,247.51
6302,2023-08-12,141,273.93
7250,2022-04-26,146,143.57
2211,2023-10-28,130,273.66
9967,2022-04-13,161,88.59
6955,2022-07-13,155,374.09
2160,2022-06-15,110,412.56
6977,2024-05-20,125,428.66
8041,2022-03-31,191,57.79
3383,2023-11-17,126,281.09
6876,2022-05-02,182,405.33
4540,2022-05-23,156,68.47
5635,2022-04-16,126,54.26
2095,2024-06-05,158,409.39
6901,2023-03-04,161,399.38
9215,2022-11-01,119,227.1
2079,2024-05-21,102,59.31
9370,2022-11-13,115,260.48
3847,2023-09-27,143,200.43
2960,2024-06-20,192,261.68
2473,2022-01-09,178,222.75
5888,2024-02-13,129,286.41
5979,2022-03-14,139,364.93
2212,2022-12-25,164,388.56
6697,2022-08-11,128,326.25
1419,2023-02-20,129,103.48
4659,2023-07-07,131,201.58
6283,2023-01-05,109,40.26
2340,2023-12-17,190,228.58
6137,2022-09-21,150,485.32
6189,2024-04-19,107,322.66
2361,2023-11-21,150,81.53
1591,2024-05-09,135,137.95
1526,2022-11-14,154,36.96
8855,2022-03-25,134,95.29
2292,2022-11-14,135,246.48
2654,2022-04-21,155,175.7
1187,2022-09-08,135,105.96
3758,2023-01-18,188,77.57
9720,2022-01-07,183,329.76
9625,2023-04-04,160,281.26
7431,2022-03-25,161,422.11
7037,2022-07-27,180,95.71
9494,2024-06-18,186,424.75
5182,2023-01-25,124,291.07
7973,2022-11-10,163,136.78
1437,2022-01-22,159,140.41
1832,2023-02-14,156,198.24
9988,2024-06-13,194,232.76
9751,2023-05-30,169,45.84
9953,2022-05-07,198,421.79
6794,2024-03-19,151,65.16
4574,2023-12-01,155,244.31
4785,2024-05-23,162,194.57
6220,2022-01-14,167,258.58
8750,2022-01-12,119,444.3
7818,2022-03-28,153,494.6
1684,2023-06-08,100,15.03
5233,2024-06-27,189,199.65
1577,2023-06-21,197,409.72
9007,2022-10-28,109,166.67
1227,2022-08-31,122,326.27
3328,2022-05-02,150,496.17
3731,2022-05-27,123,325.15
1430,2023-07-21,112,60.04
2709,2024-01-20,128,422.25
6782,2022-12-22,157,483.5
2234,2023-11-16,190,357.69
9493,2024-06-22,194,212.44
6205,2024-01-03,142,474.46
2420,2023-09-23,109,484.44
1768,2022-11-05,130,467.88
7034,2023-11-26,173,208.85
9635,2022-10-15,187,395.91
4104,2022-11-03,196,328.82
5355,2024-03-22,113,93.95
4305,2023-08-17,198,270.08
2538,2023-12-24,133,375.11
2331,2023-10-24,116,448.48
9168,2023-07-03,120,431.99
7939,2022-12-18,195,81.56
9261,2022-11-08,166,246.58
6558,2024-05-22,157,241.74
6944,2022-02-28,178,449.87
8126,2023-10-05,107,5.96
1480,2023-12-15,195,370.66
6263,2024-01-25,137,311.23
5094,2022-02-04,125,461.18
7167,2023-03-21,163,231.17
3793,2022-04-03,129,330.55
3892,2022-07-26,108,486.51
2198,2022-12-19,131,373.23
9011,2024-06-21,110,38.36
3372,2022-11-28,185,87.93
2892,2024-03-27,133,411.62
6790,2024-05-11,117,170.72
2883,2023-12-26,118,354.43
6467,2022-06-08,153,351.41
1797,2022-01-24,181,496.88
9209,2023-02-08,136,237.59
9235,2024-03-15,181,370.23
1154,2023-05-31,111,29.13
5962,2024-01-02,103,233.98
5080,2022-12-30,142,97.41
9050,2023-01-17,126,421.08
6947,2023-06-16,150,420.75
5320,2022-06-01,104,122.0
2892,2023-07-16,105,162.55
4424,2023-11-20,176,352.73
3015,2023-08-31,186,370.44
7673,2023-09-09,155,330.53
7032,2023-02-24,188,498.36
5833,2022-09-07,167,435.0
1565,2022-04-27,195,211.44
8412,2024-05-15,143,166.85
3018,2023-05-27,114,300.44
3314,2024-01-10,189,409.73
5412,2023-08-01,141,240.3
4883,2022-12-01,110,370.16
9216,2023-02-22,172,14.48
7739,2024-02-13,110,463.29
8902,2022-10-22,165,388.05
2189,2024-01-25,126,200.12
8156,2023-01-06,157,195.09
8342,2022-07-05,189,55.93
7884,2022-09-03,171,409.0
4157,2023-09-29,120,385.47
6520,2022-09-25,120,316.97
2741,2023-10-05,171,55.22
4688,2022-08-25,100,134.86
8485,2023-06-14,157,232.16
6369,2023-07-06,112,136.66
6644,2022-01-21,172,219.82
5023,2024-06-29,191,116.85
1716,2024-01-07,105,178.05
4967,2024-05-16,186,327.89
8423,2024-03-04,199,446.72
7450,2023-06-04,157,195.59
4215,2022-04-10,116,347.49
8825,2024-01-22,172,71.72
1390,2023-04-23,111,272.7
4037,2023-08-22,185,461.24
1232,2022-10-25,151,18.83
4131,2023-06-10,175,137.44
8634,2022-11-30,169,70.58
1233,2022-01-02,172,268.9
2391,2023-01-10,151,341.42
1889,2022-10-20,136,33.6
8902,2024-04-16,102,39.79
1745,2023-07-07,197,435.47
1427,2022-11-14,107,230.84
1731,2023-05-17,109,234.16
1799,2024-04-07,146,472.57
7507,2023-01-16,140,163.5
8025,2023-09-15,163,449.03
8624,2022-01-14,141,487.26
9326,2023-05-19,142,124.64
6383,2022-08-19,108,259.45
7207,2022-03-25,113,269.51
3538,2022-05-10,190,433.75
4718,2024-01-13,195,155.43
9232,2024-04-17,103,400.03
4367,2022-05-25,101,485.65
6008,2024-06-09,196,420.97
6229,2024-05-06,184,455.02
8388,2022-01-28,100,355.64
3415,2022-03-07,174,452.46
8171,2022-06-12,164,86.6
3949,2022-08-17,145,357.62
5261,2022-09-18,158,367.28
6145,2023-03-25,174,222.39
4466,2023-02-28,106,44.47
4088,2023-04-05,165,313.11
2115,2023-11-07,114,30.68
5578,2022-10-28,171,194.29
3590,2022-10-30,146,199.87
8372,2022-10-14,189,499.47
4573,2023-01-30,139,153.4
3978,2022-01-10,141,411.12
8313,2023-12-08,150,31.32
8022,2023-09-22,134,267.23
5975,2022-09-27,140,270.66
5925,2023-08-15,184,316.23
9047,2023-08-28,156,405.95
9090,2024-02-17,137,382.15
9051,2024-04-23,171,381.7
6292,2024-05-11,195,218.99
7645,2022-12-27,107,365.1
6403,2022-09-14,173,248.2
4430,2022-05-13,162,38.14
2995,2022-10-03,186,445.64
7030,2024-02-15,103,445.63
4891,2023-11-14,147,164.82
8145,2023-05-28,151,457.38
9498,2022-11-09,137,380.2
3102,2023-07-30,193,203.4
4030,2024-06-04,186,169.1
9524,2022-10-11,104,487.7
9107,2022-05-01,184,357.75
1242,2022-04-17,169,192.51
2884,2023-11-18,180,322.78
9015,2022-07-23,188,287.91
7747,2022-06-14,123,264.65
9494,2022-11-01,185,324.13
5330,2023-05-12,176,271.13
8863,2023-09-24,116,329.12
4109,2023-07-10,177,454.25
3186,2024-04-03,197,496.67
2550,2022-06-05,189,356.1
1646,2023-01-02,182,464.27
7144,2023-12-20,125,429.91
5656,2024-06-20,102,151.04
9904,2023-09-12,101,466.79
1537,2022-09-08,191,40.05
7572,2024-05-31,101,168.31
1234,2022-11-30,121,321.77
7539,2023-10-04,170,265.82
2374,2023-05-26,103,273.49
2909,2022-10-20,137,398.47
8218,2022-01-20,183,101.38
1080,2022-10-09,169,491.13
3083,2024-03-07,172,221.54
2690,2022-01-01,151,475.17
1756,2022-04-29,130,194.64
3670,2022-02-04,125,302.88
4751,2022-07-17,135,227.9
9659,2023-04-30,125,339.59
6261,2024-01-27,127,95.89
7852,2022-02-28,104,203.31
2494,2024-04-16,173,38.85
6740,2022-06-10,117,301.06
9055,2023-11-22,114,481.53
1901,2022-07-25,156,27.72
1672,2022-01-12,196,331.52
9630,2023-05-05,104,388.67
1444,2022-10-03,136,110.49
9655,2023-11-24,185,140.17
3198,2022-08-30,185,104.78
3287,2022-08-04,121,152.22
5008,2022-09-08,151,59.49
1496,2024-03-21,114,188.32
2463,2022-05-06,116,187.62
7828,2022-08-05,150,404.6
5253,2022-11-02,144,401.47
1493,2024-03-07,162,399.38
6065,2022-07-04,127,285.68
6430,2022-02-08,158,166.31
2426,2022-08-11,185,208.43
2793,2022-07-03,120,162.28
3723,2023-05-10,141,293.05
1658,2023-03-03,180,469.3
5761,2022-06-27,168,145.83
8630,2023-03-04,181,232.13
9741,2022-10-21,116,329.28
9834,2024-05-01,167,423.12
5350,2022-05-31,106,130.4
1207,2023-01-19,188,143.74
5190,2023-09-30,139,443.16
2883,2024-03-23,139,44.73
3886,2022-11-04,142,304.7
1477,2022-12-02,172,430.93
9953,2024-01-16,182,461.26
9381,2024-06-10,150,11.28
7854,2023-01-10,172,187.98
1755,2022-01-08,122,132.35
5931,2022-12-07,194,286.18
6724,2022-05-09,131,318.27
5150,2024-02-15,130,499.89
5060,2023-10-31,116,258.82
5765,2022-12-18,157,277.98
4612,2022-12-24,185,210.09
7553,2023-06-01,134,78.1
8378,2023-05-10,129,155.15
2689,2022-03-27,163,127.26
2316,2022-06-24,152,401.6
8130,2024-03-12,150,275.18
4186,2022-07-12,136,151.62
6789,2022-11-07,189,247.1
2145,2022-04-29,105,113.34
5394,2022-08-06,133,96.64
8942,2023-03-03,155,430.67
8548,2023-02-18,195,472.68
1560,2022-04-24,124,44.61
2912,2022-05-25,112,383.62
2864,2023-06-22,162,229.39
1296,2023-10-10,165,197.54
3409,2022-10-30,104,346.26
8630,2024-01-14,174,136.8
2461,2024-05-30,110,15.19
5292,2023-08-11,187,110.93
3268,2024-04-19,177,96.54
1994,2022-12-11,193,21.85
7554,2024-03-24,143,164.05
1007,2024-03-11,198,239.89
3515,2022-01-01,184,369.24
2417,2022-05-27,168,166.2
3316,2022-10-14,101,101.3
8358,2023-10-16,139,119.16
4932,2022-02-22,136,446.13
7204,2022-10-31,148,106.34
2287,2022-03-10,197,440.22
2118,2022-12-27,174,226.31
9744,2023-08-25,135,467.53
8637,2022-08-08,174,207.01
1660,2023-12-05,172,92.95
9907,2023-07-29,169,276.77
7922,2023-08-08,133,295.91
9104,2022-06-10,157,319.57
7337,2023-11-12,136,208.69
3529,2022-03-30,195,29.06
4970,2023-11-19,159,315.23
4407,2024-02-20,111,466.85
8416,2023-08-08,131,478.99
5760,2024-01-27,180,300.46
2897,2023-08-12,103,14.84
7364,2022-06-08,132,57.49
9464,2023-05-04,142,417.83
5087,2022-11-20,108,415.72
5374,2023-09-02,197,473.28
8607,2023-01-16,150,284.07
5019,2022-04-12,193,432.59
1815,2023-05-09,119,413.32
8255,2023-10-06,138,296.76
1922,2023-09-06,122,392.9
5867,2022-01-19,140,67.23
2264,2023-03-30,143,321.41
4724,2023-04-27,134,476.96
3722,2023-08-17,122,85.17
6355,2023-02-01,157,373.3
3550,2022-10-06,147,163.79
6319,2024-04-30,186,409.47
7686,2022-12-31,157,350.12
2673,2022-11-27,156,463.46
5587,2023-10-03,186,357.41
6353,2022-12-10,138,208.1
7857,2024-04-01,127,10.39
2666,2023-03-31,163,397.49
5511,2023-08-24,161,207.19
7172,2023-12-26,182,336.96
2384,2023-10-17,161,57.01
5403,2022-03-06,193,446.03
4954,2022-03-17,184,220.65
7305,2023-12-12,187,460.25
9252,2022-05-23,184,354.97
8238,2024-04-07,125,65.12
7981,2023-08-28,150,291.7
7026,2023-04-18,149,455.42
7609,2023-02-21,135,400.99
9664,2022-11-01,125,211.9
1958,2024-01-06,132,477.76
9724,2023-05-12,199,137.95
1493,2022-10-18,167,190.68
8042,2022-04-12,172,376.11
1081,2022-09-24,107,120.29
7999,2024-05-16,165,260.11
3970,2023-09-14,192,365.75
1011,2024-04-21,122,323.76
8824,2024-02-16,169,81.91
1761,2022-01-03,154,316.68
4185,2022-03-26,142,288.49
1025,2024-03-04,199,281.13
2806,2022-11-24,120,413.89
7651,2024-03-26,121,96.03
6664,2023-03-26,108,377.03
6154,2023-03-30,133,381.66
6824,2023-09-21,158,362.71
4659,2022-08-09,125,255.45
2525,2022-06-03,100,200.79
1760,2023-10-27,199,200.37
1594,2022-01-12,104,368.24
8192,2022-05-13,140,251.46
2055,2022-10-31,162,172.52
4083,2022-10-20,121,314.61
4675,2022-10-27,167,419.32
6957,2024-01-10,147,35.45
6255,2024-02-22,165,486.21
5228,2022-02-12,115,52.84
5181,2022-12-09,179,258.31
2830,2022-11-22,152,282.3
4395,2024-03-24,185,73.41
2203,2023-05-13,164,458.22
3810,2022-12-30,178,238.38
4092,2024-06-09,163,75.84
4044,2023-03-03,187,357.25
7071,2022-01-21,167,333.39
8272,2023-02-11,162,481.62
5673,2023-09-11,161,223.55
4514,2022-12-02,181,137.56
7192,2024-03-25,180,34.7
1144,2022-04-27,170,367.9
8507,2022-05-04,144,310.55
5857,2023-02-03,151,486.44
2377,2024-03-03,173,357.52
4146,2024-03-14,164,466.91
6024,2023-12-16,101,495.83
1793,2022-02-20,148,217.07
6756,2024-02-22,121,79.4
5414,2022-11-20,195,101.95
2110,2024-02-28,128,162.6
6672,2022-05-21,134,256.9
5053,2023-04-15,180,65.6
4937,2024-02-26,175,154.35
4963,2024-03-12,123,157.36
5942,2022-11-30,193,7.02
6897,2024-06-11,129,180.31
9974,2023-01-08,183,62.5
2116,2023-07-18,141,217.71
2750,2023-05-09,170,102.29
5027,2023-06-23,149,411.95
6745,2023-10-31,170,44.86
6064,2024-01-21,159,433.5
6938,2022-06-05,129,292.36
4397,2022-10-18,111,232.03
9265,2023-10-10,148,277.12
2359,2022-05-24,194,191.17
5853,2022-04-16,181,68.17
2941,2023-02-24,145,384.11
4148,2023-11-01,142,464.32
8933,2023-10-20,101,475.28
2285,2022-01-02,196,337.0
7474,2023-08-12,174,208.12
1770,2023-10-06,197,241.79
2843,2022-03-31,179,330.2
1073,2022-12-11,153,412.42
2660,2022-12-16,134,190.41
5349,2023-04-04,151,458.81
8102,2022-09-20,132,165.51
9000,2022-12-17,184,267.78
4818,2022-04-18,183,480.87
1331,2023-08-09,171,469.41
2421,2022-02-08,150,349.39
8512,2024-06-27,125,165.66
7890,2022-06-08,196,113.42
5931,2023-08-06,161,44.67
7025,2022-11-08,160,355.78
5408,2022-08-29,125,254.21
6113,2023-03-21,136,288.28
9419,2022-10-25,129,238.83
3881,2022-02-05,194,244.06
3865,2022-03-25,196,287.78
3575,2023-03-28,110,457.56
7185,2024-06-04,152,19.54
9656,2024-02-14,140,401.81
6741,2024-04-01,104,198.31
1277,2023-01-20,165,373.74
1065,2022-06-21,112,474.52
5262,2023-01-11,162,156.61
6704,2023-11-16,181,49.33
9594,2022-12-28,189,119.99
8989,2023-07-13,124,114.94
7255,2024-06-09,143,372.22
8441,2022-05-21,113,35.62
5692,2024-06-05,168,30.21
5419,2022-04-28,158,348.34
8960,2022-10-04,155,280.58
7078,2023-12-27,151,211.79
2437,2022-08-08,165,289.81
9620,2024-06-23,167,368.95
8032,2022-01-26,111,56.22
6731,2023-06-05,174,278.88
4378,2024-02-22,167,413.09
9584,2022-01-10,142,184.4
7347,2023-01-13,172,382.69
7401,2023-09-25,173,423.48
7629,2023-09-29,190,411.36
5541,2023-11-13,105,326.93
8876,2023-08-07,114,360.09
9533,2022-06-01,141,394.9
9324,2023-12-21,130,368.19
1264,2022-02-18,185,228.58
2434,2022-06-03,152,83.76
6327,2024-05-08,105,158.32
6097,2022-10-20,132,107.59
2660,2023-08-03,128,183.91
6692,2022-02-19,120,247.22
3354,2023-10-26,153,479.73
9457,2023-06-15,155,479.93
7461,2023-09-04,193,385.95
8044,2022-03-01,120,490.17
6497,2022-06-16,199,499.02
5549,2022-07-21,154,443.2
7334,2024-05-06,157,44.35
7010,2022-05-26,163,215.89
5926,2023-11-07,185,269.39
7065,2023-03-15,145,66.42
3179,2022-08-30,183,405.27
5967,2023-08-04,121,78.6
1634,2023-11-18,159,194.75
4631,2023-07-15,110,39.11
5677,2023-04-28,146,264.67
3218,2022-04-18,130,300.54
2389,2022-08-14,176,368.91
5276,2023-11-04,117,173.03
2249,2023-09-23,121,297.31
8640,2023-10-23,155,368.4
6712,2023-10-24,116,382.21
2245,2023-03-08,137,154.31
9245,2024-03-15,124,38.51
1442,2023-10-17,131,23.62
7976,2023-02-23,114,385.19
5675,2023-03-31,112,195.79
8953,2022-06-09,157,71.3
5377,2023-06-07,189,96.32
8058,2023-10-12,149,384.24
1822,2023-08-13,110,301.46
3939,2022-03-18,112,253.19
8096,2023-05-24,196,313.39
6765,2023-03-17,149,73.06
2031,2022-09-11,137,162.93
1562,2024-02-09,100,190.16
1340,2022-11-16,138,160.68
5567,2024-03-13,126,432.89
8862,2022-09-20,135,292.8
3296,2023-08-20,131,366.01
1234,2023-10-20,140,122.17
6202,2024-04-14,114,135.72
2291,2023-07-08,130,116.54
5727,2023-01-09,105,345.55
9720,2023-09-29,188,177.78
3939,2022-06-16,151,205.52
6435,2024-01-23,181,356.02
7981,2023-04-04,121,486.04
6392,2022-10-07,130,85.13
8972,2023-12-01,199,36.02
2233,2022-10-29,172,101.45
3800,2023-06-15,145,368.81
3775,2023-08-03,166,101.34
7044,2022-08-06,196,294.25
4487,2022-04-12,190,297.21
8383,2023-07-08,142,150.74
4850,2022-10-15,100,39.02
5997,2022-06-16,143,202.6
1890,2023-09-13,156,97.46
6920,2022-02-05,108,96.31
2188,2024-01-14,104,263.68
6644,2024-01-11,178,338.19
1740,2022-12-19,108,42.33
2369,2023-11-07,144,291.27
3000,2024-06-17,191,126.87
2471,2022-03-14,176,338.28
2536,2023-10-10,123,406.06
1318,2022-12-19,173,404.47
6153,2024-06-09,141,188.08
2894,2022-03-11,121,285.8
8991,2023-03-01,159,397.88
9592,2023-12-09,185,35.1
6935,2024-02-20,136,304.78
1723,2023-07-15,138,419.08
3329,2024-04-07,183,189.32
3770,2023-10-04,173,230.43
8545,2023-06-01,173,350.87
5846,2023-03-04,189,38.6
1267,2023-06-23,188,195.89
1569,2022-06-09,152,151.38
2973,2022-05-29,127,13.41
9737,2024-02-15,176,102.01
